"SPECIES_ID","SPECIES_NAME","ALPHA_CODE","TAXONOMIC_ORDER","SCI_NAME","RECOMENDSIZE","ALLOWABLESIZE","ENDANGERED","RAPTOR","GAMEBIRD"
"6510","Olive Warbler","OLWA",895,"Peucedramus taeniatus","0, 0A","0, 0A","","",""
"6520","Yellow Warbler","YEWA",939,"Setophaga petechia","0, 0A, 1C, 1","0, 0A, 1C, 1","","",""
"6540","Black-throated Blue Warbler","BTBW",942,"Setophaga caerulescens","0, 0A","0, 0A","","",""
"6550","Myrtle Warbler","MYWA",947,"Setophaga coronata coronata","0, 1C, 0A, 1","0, 1C, 0A, 1","","",""
"6556","Unknown Yellow-rumped Warbler","UYRW",948,"Setophaga coronata","0, 1C, 0A, 1","0, 1C, 0A, 1","","",""
"6560","Audubon's Warbler","AUWA",949,"Setophaga auduboni auduboni","0, 1C, 0A, 1","0, 1C, 0A, 1","","",""
"6570","Magnolia Warbler","MAWA",936,"Setophaga magnolia","0A, 0","0A, 0, 1C","","",""
"6580","Cerulean Warbler","CERW",933,"Setophaga cerulea","0A, 0","0A, 0","Ontario, Québec","",""
"6581","Elfin-woods Warbler","EWWA",927,"Setophaga angelae","0","0","","",""
"6590","Chestnut-sided Warbler","CSWA",940,"Setophaga pensylvanica","0A, 0","0A, 0, 1C","","",""
"6600","Bay-breasted Warbler","BBWA",937,"Setophaga castanea","0, 1C, 0A, 1","0, 1C, 0A, 1","","",""
"6610","Blackpoll Warbler","BLPW",941,"Setophaga striata","0, 1C, 0A, 1","0, 1C, 0A, 1","","",""
"6620","Blackburnian Warbler","BLBW",938,"Setophaga fusca","0, 0A","0, 0A, 1C","","",""
"6630","Yellow-throated Warbler","YTWA",950,"Setophaga dominica","0A, 0","0A, 0","","",""
"6634","Sutton's Warbler","SUWA",951,"","0A","0A, 0","","",""
"6640","Grace's Warbler","GRWA",956,"Setophaga graciae","0A, 0","0A, 0","","",""
"6641","Adelaide's Warbler","ADWA",953,"Setophaga adelaidae","0A, 0","0A, 0","","",""
"6642","Barbuda Warbler","BARW",954,"Setophaga subita","0A, 0","0A, 0","","",""
"6643","St. Lucia Warbler","SLWA",955,"Setophaga delicata","0A, 0","0A, 0","","",""
"6650","Black-throated Gray Warbler","BTYW",957,"Setophaga nigrescens","0A, 0","0A, 0","","",""
"6660","Golden-cheeked Warbler","GCWA",961,"Setophaga chrysoparia","0A","0A, 0","Y","",""
"6670","Black-throated Green Warbler","BTNW",962,"Setophaga virens","0A, 0","0A, 0","","",""
"6680","Townsend's Warbler","TOWA",958,"Setophaga townsendi","0A, 0","0A, 0","","",""
"6686","Townsend's X Hermit Warbler Hybrid","THWH",959,"","0A, 0","0A, 0","","",""
"6690","Hermit Warbler","HEWA",960,"Setophaga occidentalis","0A, 0","0A, 0","","",""
"6700","Kirtland's Warbler","KIWA",931,"Setophaga kirtlandii","1C, 1","1C, 1, 0","","",""
"6710","Pine Warbler","PIWA",946,"Setophaga pinus","0, 0A","0, 0A, 1, 1C","","",""
"6720","Western Palm Warbler","WPWA",943,"Setophaga palmarum palmarum","0, 0A","0, 0A, 1C","","",""
"6729","Yellow Palm Warbler","YPWA",944,"Setophaga palmarum hypochrysea","0, 0A","0, 0A, 1C","","",""
"6730","Prairie Warbler","PRAW",952,"Setophaga discolor","0A, 0","0A, 0","","",""
"6740","Ovenbird","OVEN",902,"Seiurus aurocapilla","1, 1C, 0","1, 1C, 0, 1B","","",""
"6750","Northern Waterthrush","NOWA",905,"Parkesia noveboracensis","1, 0, 1C","1, 0, 1C","","",""
"6760","Louisiana Waterthrush","LOWA",904,"Parkesia motacilla","1C, 1","1C, 1, 0","Ontario, Québec","",""
"6770","Kentucky Warbler","KEWA",924,"Geothlypis formosa","0, 1C, 1","0, 1C, 1","","",""
"6780","Connecticut Warbler","CONW",920,"Oporornis agilis","1, 0, 1C","1, 0, 1C","","",""
"6790","Mourning Warbler","MOWA",923,"Geothlypis philadelphia","0, 0A, 1, 1C","0, 0A, 1, 1C","","",""
"6800","MacGillivray's Warbler","MGWA",922,"Geothlypis tolmiei","1C, 1, 0, 0A","1C, 1, 0, 0A","","",""
"6810","Common Yellowthroat","COYE",926,"Geothlypis trichas","0, 1C, 0A, 1","0, 1C, 0A, 1","","",""
"6821","Gray-crowned Yellowthroat","GCYE",921,"Geothlypis poliocephala","1, 1C, 1B","1, 1C, 1B","","",""
"6830","Yellow-breasted Chat","YBCH",971,"Icteria virens","1B, 1A, 1D","1B, 1A, 1D, 1P","British Columbia, Ontario","",""
"6840","Hooded Warbler","HOWA",929,"Setophaga  citrina","0, 0A, 1C, 1","0, 0A, 1C, 1","","",""
"6850","Wilson's Warbler","WIWA",967,"Cardellina pusilla","0A, 0","0A, 0, 1C","","",""
"6860","Canada Warbler","CAWA",966,"Cardellina canadensis","0, 0A","0, 0A, 1, 1C","Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Prince Edward Island, Québec, Saskatchewan, Yukon Territory, Northwest Territories","",""
"6870","American Redstart","AMRE",930,"Setophaga ruticilla","0A, 0","0A, 0, 1C","","",""
"6880","Painted Redstart","PARE",969,"Myioborus pictus","0A, 0","0A, 0","","",""
"6881","Fan-tailed Warbler","FTWA",963,"Basileuterus lachrymosus","1","1, 1B, 1C","","",""
"6882","House Sparrow","HOSP",1171,"Passer domesticus","1B, 1","1B, 1, 1A","","",""
"6883","Eurasian Tree Sparrow","ETSP",1172,"Passer montanus","1, 1B, 1C","1, 1B, 1C","","",""
"6890","Slate-throated Redstart","SLAR",970,"Myioborus miniatus","0A, 0","0A, 0","","",""
